PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,year,year_str
Bruce Bowen,SAS,82,33.6,7.5,2.8,6.5,43.3,1.3,3.0,42.4,0.6,1.0,60.7,0.4,3.5,3.9,1.5,1.0,0.4,0.8,9.4,2005-01-01,2005
John Salmons,PHI,82,25.1,7.5,2.7,6.4,42.0,0.3,1.1,29.9,1.9,2.4,77.5,0.6,2.1,2.7,2.7,0.9,0.2,1.5,8.2,2005-01-01,2005
Devin Brown,UTA,81,21.1,7.5,2.6,6.5,39.3,0.5,1.5,33.1,2.0,2.6,74.5,0.9,1.7,2.6,1.3,0.5,0.2,1.2,6.3,2005-01-01,2005
Danny Granger,IND,78,22.6,7.5,2.8,6.1,46.2,0.4,1.2,32.3,1.5,1.9,77.7,1.7,3.2,4.9,1.2,0.7,0.8,1.0,10.4,2005-01-01,2005
Matt Bonner,TOR,78,21.9,7.5,2.7,6.0,44.8,1.3,3.1,42.0,0.8,1.0,82.9,1.1,2.5,3.6,0.7,0.6,0.4,0.4,9.0,2005-01-01,2005
Kwame Brown,LAL,72,27.5,7.4,2.8,5.4,52.6,0.0,0.0,0.0,1.8,3.3,54.5,2.5,4.0,6.6,1.0,0.4,0.6,1.4,10.6,2005-01-01,2005
Sarunas Jasikevicius,IND,75,20.8,7.3,2.3,5.7,39.6,1.1,3.1,36.4,1.6,1.8,91.0,0.3,1.8,2.0,3.0,0.5,0.1,1.5,7.8,2005-01-01,2005
Ben Wallace,DET,82,35.2,7.3,2.9,5.7,51.0,0.0,0.0,0.0,1.5,3.6,41.6,3.7,7.6,11.3,1.9,1.8,2.2,1.1,18.5,2005-01-01,2005
Brendan Haywood,WAS,79,23.8,7.3,2.8,5.5,51.4,0.0,0.0,0.0,1.7,2.8,58.5,2.5,3.4,5.9,0.6,0.4,1.3,1.2,10.4,2005-01-01,2005
Clifford Robinson,NJN,80,23.3,6.9,2.7,6.4,42.7,0.8,2.2,34.3,0.7,1.0,65.8,0.7,2.7,3.3,1.1,0.6,0.5,0.8,7.6,2005-01-01,2005
Damon Jones,CLE,82,25.5,6.7,2.3,6.0,38.7,1.7,4.5,37.7,0.4,0.6,64.0,0.2,1.5,1.6,2.1,0.5,0.0,0.7,6.3,2005-01-01,2005
Greg Buckner,DEN,73,24.1,6.7,2.5,5.7,43.4,1.2,3.3,35.4,0.6,0.8,78.2,0.4,2.4,2.9,1.7,1.2,0.3,0.7,8.7,2005-01-01,2005
Joey Graham,TOR,80,19.8,6.7,2.5,5.2,47.8,0.4,1.1,33.3,1.4,1.7,81.2,0.7,2.3,3.1,0.8,0.5,0.2,1.2,6.9,2005-01-01,2005
Jarrett Jack,POR,79,20.2,6.7,2.4,5.4,44.2,0.3,1.0,26.3,1.6,2.0,80.0,0.2,1.8,2.0,2.8,0.5,0.0,1.3,7.3,2005-01-01,2005
Damien Wilkins,SEA,82,18.6,6.5,2.4,5.3,44.4,0.2,0.7,25.0,1.7,2.0,84.0,1.0,1.4,2.3,1.3,0.9,0.1,1.0,6.9,2005-01-01,2005
Jared Jeffries,WAS,77,25.3,6.4,2.4,5.4,45.1,0.2,0.6,32.0,1.3,2.2,58.9,2.1,2.8,4.9,1.9,0.8,0.6,1.3,9.5,2005-01-01,2005
Devean George,LAL,71,21.7,6.3,2.4,6.0,40.0,0.7,2.3,31.3,0.8,1.2,67.4,1.2,2.7,3.9,1.0,0.9,0.5,0.8,7.8,2005-01-01,2005
Milt Palacio,UTA,71,19.4,6.2,2.4,5.7,42.4,0.0,0.2,6.3,1.4,2.1,65.3,0.2,1.6,1.9,2.7,0.7,0.2,1.5,6.1,2005-01-01,2005
Nazr Mohammed,SAS,80,17.4,6.2,2.4,4.7,50.4,0.0,0.0,0.0,1.4,1.8,78.5,2.0,3.2,5.2,0.5,0.3,0.6,1.1,8.9,2005-01-01,2005
Carlos Arroyo,ORL,77,15.5,5.8,2.2,4.9,44.4,0.1,0.3,35.0,1.4,1.8,77.4,0.4,1.3,1.7,3.0,0.5,0.1,1.1,6.9,2005-01-01,2005
Brent Barry,SAS,74,17.0,5.8,2.1,4.7,45.2,1.1,2.7,39.6,0.5,0.8,66.1,0.4,1.8,2.1,1.7,0.5,0.4,0.7,7.0,2005-01-01,2005
Lorenzen Wright,MEM,78,21.7,5.8,2.5,5.2,47.8,0.0,0.0,0.0,0.8,1.5,56.4,1.8,3.2,5.1,0.6,0.7,0.6,0.9,8.5,2005-01-01,2005
Erick Dampier,DAL,82,23.6,5.7,2.1,4.2,49.3,0.0,0.0,0.0,1.5,2.6,59.1,3.3,4.5,7.8,0.6,0.3,1.3,1.4,11.1,2005-01-01,2005
Tyson Chandler,CHI,79,26.8,5.3,2.0,3.6,56.5,0.0,0.0,0.0,1.2,2.4,50.3,3.4,5.7,9.0,1.0,0.5,1.3,1.6,12.8,2005-01-01,2005
Jarron Collins,UTA,79,21.9,5.3,1.6,3.5,46.1,0.0,0.0,0.0,2.0,2.8,71.7,1.7,2.5,4.2,1.2,0.5,0.3,0.8,8.0,2005-01-01,2005
Dan Gadzuric,MIL,74,12.0,5.2,2.3,4.2,55.3,0.0,0.0,0.0,0.6,1.2,46.1,1.2,1.9,3.1,0.3,0.3,0.6,0.5,6.6,2005-01-01,2005
Maurice Evans,DET,80,14.2,5.0,1.9,4.3,45.2,0.5,1.5,37.1,0.7,0.8,80.0,1.0,1.1,2.0,0.8,0.5,0.2,0.5,5.5,2005-01-01,2005
Francisco Elson,DEN,72,21.9,4.9,2.1,3.9,53.2,0.0,0.1,20.0,0.7,1.0,66.2,1.4,3.3,4.7,0.7,0.8,0.6,0.9,8.5,2005-01-01,2005
Othella Harrington,CHI,72,11.4,4.8,1.9,3.8,49.5,0.0,0.0,0.0,1.1,1.7,62.6,0.8,1.4,2.1,0.5,0.1,0.2,0.8,4.4,2005-01-01,2005
Eric Snow,CLE,82,28.7,4.8,2.0,4.9,40.9,0.0,0.1,10.0,0.8,1.1,68.8,0.5,2.0,2.4,4.2,0.9,0.2,1.4,7.9,2005-01-01,2005
Etan Thomas,WAS,71,15.8,4.7,1.8,3.5,53.3,0.0,0.0,0.0,1.1,1.8,60.0,1.4,2.5,3.9,0.2,0.3,1.0,0.7,7.1,2005-01-01,2005
Eddie Griffin,MIN,70,19.4,4.6,1.9,5.3,35.1,0.2,1.2,19.5,0.6,1.1,59.5,1.5,4.0,5.6,0.6,0.2,2.1,0.6,8.5,2005-01-01,2005
Rasho Nesterovic,SAS,80,18.9,4.5,2.2,4.2,51.5,0.0,0.0,0.0,0.2,0.4,60.0,1.4,2.4,3.9,0.4,0.3,1.1,0.7,7.3,2005-01-01,2005
Justin Reed,MIN,72,13.8,4.5,1.7,4.1,40.3,0.0,0.0,0.0,1.2,1.7,72.5,0.7,1.0,1.7,0.6,0.3,0.2,0.7,3.7,2005-01-01,2005
Adonal Foyle,GSW,77,23.7,4.5,2.0,3.9,50.7,0.0,0.0,0.0,0.5,0.9,61.2,1.9,3.6,5.5,0.4,0.6,1.6,1.0,9.3,2005-01-01,2005
Malik Rose,NYK,72,15.5,4.4,1.5,3.9,37.4,0.0,0.0,100.0,1.5,1.9,78.1,1.2,2.4,3.6,0.9,0.6,0.2,1.1,5.8,2005-01-01,2005
Dahntay Jones,MEM,71,13.6,4.0,1.5,3.7,41.4,0.0,0.3,14.3,0.8,1.3,64.5,0.3,1.2,1.5,0.5,0.5,0.2,0.7,3.4,2005-01-01,2005
Sasha Vujacic,LAL,82,17.7,3.9,1.3,3.8,34.6,0.7,2.1,34.3,0.6,0.6,88.5,0.4,1.5,1.9,1.7,0.6,0.0,0.6,5.0,2005-01-01,2005
Jason Collins,NJN,71,26.7,3.6,1.5,3.7,39.7,0.0,0.2,25.0,0.6,1.2,51.2,1.3,3.5,4.8,1.0,0.6,0.6,0.9,6.9,2005-01-01,2005
Royal Ivey,ATL,73,13.4,3.6,1.6,3.6,43.9,0.1,0.1,40.0,0.3,0.5,72.7,0.4,0.9,1.3,1.0,0.3,0.1,0.3,3.8,2005-01-01,2005
Jacque Vaughn,NJN,80,15.4,3.4,1.3,3.1,43.7,0.0,0.1,16.7,0.7,1.0,72.8,0.2,0.9,1.1,1.5,0.5,0.0,0.7,4.0,2005-01-01,2005
Orien Greene,BOS,80,15.4,3.2,1.3,3.2,39.5,0.1,0.5,22.5,0.6,0.9,66.2,0.5,1.4,1.8,1.6,1.0,0.1,1.4,4.1,2005-01-01,2005
Brian Scalabrine,BOS,71,13.2,2.9,1.0,2.7,38.3,0.4,1.2,35.6,0.4,0.5,72.2,0.4,1.2,1.6,0.7,0.3,0.3,0.7,3.3,2005-01-01,2005
Kevin Ollie,PHI,70,15.3,2.7,1.1,2.5,43.1,0.0,0.0,33.3,0.6,0.7,83.7,0.2,1.2,1.4,1.4,0.5,0.0,0.4,4.2,2005-01-01,2005
DeSagana Diop,DAL,81,18.6,2.3,0.9,1.9,48.7,0.0,0.0,50.0,0.5,0.9,54.2,1.8,2.8,4.6,0.3,0.5,1.8,0.4,7.8,2005-01-01,2005
Michael Ruffin,WAS,76,13.3,1.4,0.4,1.0,44.2,0.0,0.0,0.0,0.5,1.0,50.0,1.6,2.0,3.6,0.4,0.4,0.4,0.5,4.6,2005-01-01,2005
Kobe Bryant,LAL,77,40.8,31.6,10.6,22.8,46.3,1.8,5.2,34.4,8.7,10.0,86.8,1.0,4.7,5.7,5.4,1.4,0.5,3.3,27.6,2006-01-01,2006
Carmelo Anthony,DEN,65,38.2,28.9,10.6,22.4,47.6,0.6,2.3,26.8,7.1,8.7,80.8,2.2,3.8,6.0,3.8,1.2,0.4,3.6,23.3,2006-01-01,2006
Gilbert Arenas,WAS,74,39.8,28.4,8.7,20.9,41.8,2.8,7.9,35.1,8.2,9.7,84.4,0.8,3.7,4.6,6.0,1.9,0.2,3.2,24.2,2006-01-01,2006
LeBron James,CLE,78,40.9,27.3,9.9,20.8,47.6,1.3,4.0,31.9,6.3,9.0,69.8,1.1,5.7,6.7,6.0,1.6,0.7,3.2,25.6,2006-01-01,2006
Michael Redd,MIL,53,38.4,26.7,9.0,19.3,46.5,2.2,5.8,38.2,6.5,7.8,82.9,0.8,2.9,3.7,2.3,1.2,0.2,2.3,20.1,2006-01-01,2006
Ray Allen,SEA,55,40.3,26.4,9.2,21.0,43.8,3.0,8.1,37.2,5.1,5.6,90.3,1.0,3.5,4.5,4.1,1.5,0.2,2.8,21.6,2006-01-01,2006
Allen Iverson,DEN,65,42.5,26.3,8.9,20.2,44.2,1.0,3.0,31.5,7.5,9.4,79.5,0.4,2.6,3.0,7.2,1.9,0.2,4.1,21.2,2006-01-01,2006
Vince Carter,NJN,82,38.1,25.2,8.9,19.5,45.4,1.9,5.3,35.7,5.6,7.0,80.2,1.4,4.6,6.0,4.8,1.0,0.4,2.6,22.7,2006-01-01,2006
Joe Johnson,ATL,57,41.4,25.0,9.4,20.0,47.1,2.1,5.5,38.1,4.1,5.5,74.8,0.9,3.3,4.2,4.4,1.1,0.2,3.1,19.8,2006-01-01,2006
Tracy McGrady,HOU,71,35.8,24.6,9.0,20.8,43.1,1.8,5.4,33.1,4.9,6.9,70.7,0.8,4.5,5.3,6.5,1.3,0.5,3.0,21.3,2006-01-01,2006
Dirk Nowitzki,DAL,78,36.2,24.6,8.6,17.2,50.2,0.9,2.2,41.6,6.4,7.1,90.4,1.6,7.3,8.9,3.4,0.7,0.8,2.1,26.9,2006-01-01,2006
Zach Randolph,POR,68,35.7,23.6,8.8,18.9,46.7,0.2,0.7,29.2,5.8,7.1,81.9,2.9,7.2,10.1,2.2,0.8,0.2,3.2,22.4,2006-01-01,2006
Chris Bosh,TOR,69,38.5,22.6,7.9,15.9,49.6,0.2,0.5,34.3,6.7,8.6,78.5,2.7,8.0,10.7,2.5,0.6,1.3,2.6,25.3,2006-01-01,2006
Kevin Garnett,MIN,76,39.4,22.4,8.4,17.6,47.6,0.2,0.7,21.4,5.5,6.6,83.5,2.4,10.4,12.8,4.1,1.2,1.7,2.7,29.2,2006-01-01,2006
Ben Gordon,CHI,82,33.0,21.4,7.4,16.3,45.5,1.9,4.6,41.3,4.6,5.4,86.4,0.4,2.7,3.1,3.6,0.8,0.2,3.0,16.5,2006-01-01,2006
Carlos Boozer,UTA,74,34.6,20.9,8.7,15.6,56.1,0.0,0.0,0.0,3.4,5.0,68.5,3.2,8.5,11.7,3.0,0.9,0.3,2.6,25.8,2006-01-01,2006
Elton Brand,LAC,80,38.5,20.5,8.1,15.1,53.3,0.0,0.0,100.0,4.4,5.8,76.1,3.4,6.0,9.3,2.9,1.0,2.2,2.5,25.0,2006-01-01,2006
Amar'e Stoudemire,PHX,82,32.8,20.4,7.4,12.9,57.5,0.0,0.0,0.0,5.6,7.1,78.1,2.7,6.9,9.6,1.0,1.0,1.3,2.8,23.4,2006-01-01,2006
Kevin Martin,SAC,80,35.2,20.2,6.3,13.3,47.3,1.6,4.2,38.1,6.0,7.1,84.4,0.9,3.4,4.3,2.2,1.2,0.1,1.7,18.2,2006-01-01,2006
Tim Duncan,SAS,80,34.1,20.0,7.7,14.1,54.6,0.0,0.1,11.1,4.5,7.1,63.7,2.7,7.9,10.6,3.4,0.8,2.4,2.8,25.4,2006-01-01,2006
Antawn Jamison,WAS,70,38.0,19.8,7.3,16.3,45.0,2.0,5.4,36.4,3.2,4.4,73.6,1.9,6.1,8.0,1.9,1.1,0.5,1.5,19.9,2006-01-01,2006
Richard Hamilton,DET,75,36.8,19.8,7.3,15.6,46.8,0.6,1.7,34.1,4.6,5.4,86.1,1.0,2.8,3.8,3.8,0.8,0.2,2.1,17.2,2006-01-01,2006
Eddy Curry,NYK,81,35.2,19.5,7.2,12.5,57.6,0.0,0.0,100.0,5.0,8.1,61.5,2.4,4.6,7.0,0.8,0.4,0.5,3.6,16.2,2006-01-01,2006
Josh Howard,DAL,70,35.1,18.9,7.0,15.4,45.9,1.3,3.4,38.5,3.5,4.2,82.7,1.9,4.9,6.8,1.8,1.2,0.8,1.8,18.6,2006-01-01,2006
Metta World Peace,SAC,70,37.7,18.8,6.5,14.9,44.0,1.3,3.7,35.8,4.4,5.9,74.0,1.5,5.0,6.5,3.4,2.1,0.6,2.1,19.4,2006-01-01,2006
Luol Deng,CHI,82,37.5,18.8,7.7,14.9,51.7,0.0,0.1,14.3,3.4,4.4,77.7,1.8,5.3,7.1,2.5,1.2,0.6,1.9,20.1,2006-01-01,2006
Steve Nash,PHX,76,35.3,18.6,6.8,12.8,53.2,2.1,4.5,45.5,2.9,3.3,89.9,0.4,3.1,3.5,11.6,0.8,0.1,3.8,24.5,2006-01-01,2006
Tony Parker,SAS,77,32.5,18.6,7.4,14.2,52.0,0.2,0.5,39.5,3.6,4.5,78.3,0.4,2.8,3.2,5.5,1.1,0.1,2.5,18.1,2006-01-01,2006
Mike Miller,MEM,70,39.1,18.5,6.6,14.4,46.0,2.9,7.1,40.6,2.3,2.9,79.3,0.7,4.7,5.4,4.3,0.8,0.3,2.6,18.2,2006-01-01,2006
Andre Iguodala,PHI,76,40.3,18.2,5.8,13.0,44.7,0.6,2.0,31.0,5.9,7.3,82.0,1.0,4.7,5.7,5.7,2.0,0.4,3.4,20.1,2006-01-01,2006
Gerald Wallace,CHA,72,36.7,18.1,6.6,13.2,50.2,0.5,1.7,32.5,4.3,6.2,69.1,2.0,5.2,7.2,2.6,2.0,1.0,2.2,20.1,2006-01-01,2006
Leandro Barbosa,PHX,80,32.7,18.1,6.6,13.9,47.6,2.4,5.5,43.4,2.5,2.9,84.5,0.3,2.4,2.7,4.0,1.2,0.2,1.8,16.5,2006-01-01,2006
Dwight Howard,ORL,82,36.9,17.6,6.4,10.6,60.3,0.0,0.0,50.0,4.8,8.1,58.6,3.5,8.8,12.3,1.9,0.9,1.9,3.9,23.1,2006-01-01,2006
Mehmet Okur,UTA,80,33.3,17.6,6.1,13.3,46.2,1.6,4.2,38.4,3.7,4.8,76.5,2.0,5.2,7.2,2.0,0.5,0.5,1.6,17.8,2006-01-01,2006
Shawn Marion,PHX,80,37.6,17.5,7.0,13.4,52.4,1.0,3.2,31.7,2.5,3.1,81.0,2.2,7.7,9.8,1.7,2.0,1.5,1.4,24.1,2006-01-01,2006
Mike Bibby,SAC,82,34.0,17.1,5.7,14.2,40.4,2.1,5.9,36.0,3.5,4.2,83.0,0.5,2.7,3.2,4.7,1.1,0.1,2.4,14.6,2006-01-01,2006
Chauncey Billups,DET,70,36.2,17.0,5.0,11.6,42.7,1.6,4.5,34.5,5.5,6.2,88.3,0.3,3.1,3.4,7.2,1.2,0.2,2.0,19.6,2006-01-01,2006
Ricky Davis,MIN,81,37.3,17.0,6.2,13.4,46.5,1.5,3.8,39.7,3.0,3.5,83.9,0.7,3.2,3.9,4.8,1.0,0.3,2.6,16.5,2006-01-01,2006
Corey Maggette,LAC,75,30.5,16.9,4.9,10.8,45.4,0.2,0.9,20.0,6.9,8.4,82.0,1.2,4.7,5.9,2.8,0.9,0.2,2.7,16.5,2006-01-01,2006
Jason Terry,DAL,81,35.1,16.7,6.3,13.1,48.4,2.0,4.6,43.8,2.0,2.5,80.4,0.5,2.3,2.9,5.2,1.0,0.2,1.9,16.8,2006-01-01,2006
Kirk Hinrich,CHI,80,35.5,16.6,5.9,13.3,44.8,1.8,4.2,41.5,3.0,3.6,83.5,0.4,3.0,3.4,6.3,1.3,0.3,2.4,17.5,2006-01-01,2006
Manu Ginobili,SAS,75,27.5,16.5,5.3,11.4,46.4,1.7,4.3,39.6,4.3,5.0,86.0,0.8,3.6,4.4,3.5,1.5,0.4,2.1,17.3,2006-01-01,2006
Monta Ellis,GSW,77,34.3,16.5,6.2,13.1,47.5,0.5,1.9,27.3,3.5,4.6,76.3,0.8,2.4,3.2,4.1,1.7,0.3,2.9,14.9,2006-01-01,2006
Al Harrington,GSW,78,32.9,16.5,6.3,13.9,45.7,1.6,3.8,43.3,2.2,3.1,69.4,1.9,4.4,6.4,1.9,0.8,0.3,2.2,15.2,2006-01-01,2006
Josh Smith,ATL,72,36.8,16.4,6.1,13.8,43.9,0.5,2.1,25.0,3.7,5.4,69.3,2.3,6.3,8.6,3.3,1.4,2.9,3.2,20.0,2006-01-01,2006
Stephon Marbury,NYK,74,37.1,16.4,5.3,12.9,41.5,1.7,4.7,35.7,4.0,5.2,76.9,0.5,2.4,2.9,5.4,1.0,0.1,2.4,14.6,2006-01-01,2006
Deron Williams,UTA,80,36.9,16.2,6.2,13.5,45.6,1.0,3.2,32.2,2.8,3.7,76.7,0.5,2.8,3.3,9.3,1.0,0.2,3.1,18.7,2006-01-01,2006
Stephen Jackson,GSW,75,33.1,15.5,5.5,12.6,43.3,1.3,4.1,32.2,3.2,4.0,81.3,0.8,2.1,3.0,3.8,1.1,0.5,2.4,13.5,2006-01-01,2006
Larry Hughes,CLE,70,37.1,14.9,5.4,13.6,40.0,1.1,3.2,33.3,3.0,4.4,67.6,0.6,3.2,3.8,3.7,1.3,0.4,2.2,12.2,2006-01-01,2006
Ruben Patterson,MIL,81,31.0,14.7,5.9,10.7,54.8,0.0,0.2,15.8,3.0,4.6,64.1,2.3,3.1,5.4,2.9,1.4,0.3,2.5,15.7,2006-01-01,2006
Raja Bell,PHX,78,37.4,14.7,5.3,12.2,43.2,2.6,6.4,41.3,1.5,1.9,77.6,0.6,2.6,3.2,2.5,0.6,0.3,1.1,12.9,2006-01-01,2006
Kyle Korver,PHI,74,30.9,14.4,5.0,11.4,44.0,1.8,4.1,43.0,2.6,2.8,91.4,0.4,3.1,3.5,1.4,0.8,0.3,1.6,12.2,2006-01-01,2006
Tayshaun Prince,DET,82,36.6,14.3,5.6,12.2,46.0,1.0,2.6,38.6,2.1,2.7,76.8,1.8,3.5,5.2,2.8,0.6,0.7,1.2,15.2,2006-01-01,2006
Raymond Felton,CHA,78,36.3,14.0,5.0,13.1,38.4,1.3,4.0,33.0,2.6,3.3,79.7,0.7,2.8,3.4,7.0,1.5,0.1,2.9,14.4,2006-01-01,2006
T.J. Ford,TOR,75,29.9,14.0,5.2,12.0,43.6,0.3,0.9,30.4,3.2,3.9,81.9,0.7,2.4,3.1,7.9,1.3,0.1,3.1,15.9,2006-01-01,2006
Danny Granger,IND,82,34.0,13.9,4.9,10.6,45.9,1.3,3.5,38.2,2.9,3.6,80.3,1.4,3.3,4.6,1.4,0.8,0.7,1.6,13.4,2006-01-01,2006
Cuttino Mobley,LAC,78,36.4,13.8,5.0,11.3,44.0,1.3,3.2,41.1,2.6,3.1,83.7,0.7,2.8,3.4,2.5,1.2,0.3,1.9,12.6,2006-01-01,2006
Desmond Mason,NOK,75,34.3,13.7,5.4,12.0,45.2,0.0,0.0,0.0,2.9,4.3,66.3,1.7,2.9,4.6,1.5,0.7,0.3,2.6,10.2,2006-01-01,2006
Charlie Bell,MIL,82,34.7,13.5,5.2,11.9,43.7,1.5,4.4,35.2,1.6,2.0,78.0,0.7,2.2,2.9,3.0,1.2,0.0,1.3,12.3,2006-01-01,2006
Chris Wilcox,SEA,82,31.5,13.5,5.3,10.0,52.9,0.0,0.1,0.0,2.9,4.3,68.4,2.2,5.5,7.7,1.0,0.9,0.5,1.5,15.9,2006-01-01,2006
Andre Miller,PHI,80,37.1,13.4,5.3,11.4,46.6,0.1,0.4,14.3,2.8,3.5,78.4,1.2,3.2,4.4,7.8,1.4,0.1,2.8,17.6,2006-01-01,2006
Hedo Turkoglu,ORL,73,31.1,13.3,4.7,11.3,41.9,1.5,3.8,38.8,2.3,3.0,78.1,0.8,3.2,4.0,3.2,1.0,0.2,2.0,12.5,2006-01-01,2006
Rafer Alston,HOU,82,37.1,13.3,4.7,12.4,37.5,2.3,6.5,36.3,1.6,2.2,73.4,0.4,3.1,3.4,5.4,1.6,0.1,2.1,13.4,2006-01-01,2006
Chucky Atkins,MEM,75,27.5,13.2,4.1,9.5,43.4,1.5,4.1,37.9,3.4,4.1,81.0,0.2,1.6,1.9,4.6,0.7,0.1,1.7,12.5,2006-01-01,2006
Jason Kidd,NJN,80,36.7,13.0,4.6,11.4,40.6,1.6,4.5,34.3,2.2,2.9,77.8,1.7,6.5,8.2,9.2,1.6,0.3,2.7,22.2,2006-01-01,2006
Jameer Nelson,ORL,77,30.3,13.0,4.9,11.4,43.0,0.8,2.5,33.5,2.4,2.9,82.8,0.6,2.4,3.1,4.3,0.9,0.1,2.4,12.0,2006-01-01,2006
Jamaal Tinsley,IND,72,31.2,12.8,4.8,12.3,38.9,0.8,2.7,31.6,2.4,3.3,72.0,0.8,2.5,3.3,6.9,1.6,0.3,2.8,13.8,2006-01-01,2006
Mike Dunleavy,IND,82,31.5,12.8,4.7,10.4,45.2,0.9,2.7,31.3,2.6,3.3,78.4,1.0,4.2,5.3,2.8,1.0,0.3,1.8,13.9,2006-01-01,2006
Hakim Warrick,MEM,82,26.2,12.7,4.5,8.7,52.4,0.0,0.1,0.0,3.6,4.7,77.1,1.6,3.5,5.1,0.9,0.5,0.4,2.0,12.5,2006-01-01,2006
Anthony Parker,TOR,73,33.4,12.4,4.5,9.4,47.7,1.6,3.6,44.1,1.8,2.2,83.5,0.8,3.1,3.9,2.1,1.0,0.2,1.0,13.2,2006-01-01,2006
Rasheed Wallace,DET,75,32.3,12.3,4.8,11.2,42.3,1.4,3.9,35.1,1.4,1.8,78.8,1.2,6.0,7.2,1.7,1.0,1.6,1.3,15.7,2006-01-01,2006
Mark Blount,MIN,82,31.0,12.3,5.2,10.2,50.9,0.1,0.4,29.0,1.8,2.4,75.4,1.7,4.5,6.2,0.8,0.5,0.7,1.9,13.0,2006-01-01,2006
Zaza Pachulia,ATL,72,28.1,12.2,4.0,8.5,47.4,0.0,0.0,0.0,4.1,5.2,78.6,2.8,4.2,6.9,1.5,1.1,0.5,2.3,14.3,2006-01-01,2006
Matt Carroll,CHA,72,26.1,12.1,4.0,9.1,43.3,1.5,3.7,41.6,2.6,2.9,90.4,0.5,2.4,2.9,1.3,0.7,0.1,1.0,10.6,2006-01-01,2006
Ryan Gomes,BOS,73,31.2,12.1,4.6,9.9,46.7,0.2,0.6,38.1,2.6,3.2,81.1,1.7,3.9,5.6,1.6,0.7,0.2,1.4,12.8,2006-01-01,2006
Jarrett Jack,POR,79,33.6,12.0,4.1,8.9,45.4,0.8,2.3,35.0,3.1,3.5,87.1,0.2,2.4,2.6,5.3,1.1,0.1,2.4,13.4,2006-01-01,2006
Zydrunas Ilgauskas,CLE,78,27.3,11.9,4.9,10.2,48.5,0.0,0.0,0.0,2.0,2.5,80.7,3.1,4.6,7.7,1.6,0.6,1.3,1.8,15.5,2006-01-01,2006
Adam Morrison,CHA,78,29.8,11.8,4.6,12.1,37.6,1.1,3.3,33.7,1.5,2.2,71.0,0.7,2.3,2.9,2.1,0.4,0.1,1.7,7.4,2006-01-01,2006
Matt Harpring,UTA,77,25.5,11.6,4.2,8.5,49.1,0.2,0.5,33.3,3.1,4.0,76.7,1.5,3.1,4.6,1.3,0.7,0.1,1.5,11.5,2006-01-01,2006
Willie Green,PHI,74,24.9,11.3,4.8,11.7,41.1,0.7,2.1,32.5,1.0,1.5,66.7,0.6,1.6,2.1,1.5,0.8,0.1,1.4,7.0,2006-01-01,2006
DeShawn Stevenson,WAS,82,29.5,11.2,4.2,9.2,46.1,0.9,2.2,40.4,1.9,2.6,70.4,0.7,2.0,2.6,2.7,0.8,0.2,1.5,10.4,2006-01-01,2006
Marcus Camby,DEN,70,33.8,11.2,4.5,9.4,47.3,0.0,0.0,0.0,2.3,3.2,72.9,2.3,9.3,11.7,3.2,1.2,3.3,1.7,23.0,2006-01-01,2006
Mickael Pietrus,GSW,72,26.9,11.1,4.0,8.1,48.8,1.3,3.3,38.8,1.9,2.9,64.8,1.1,3.4,4.5,0.9,0.7,0.8,1.5,11.3,2006-01-01,2006
Drew Gooden,CLE,80,28.0,11.1,4.6,9.8,47.3,0.0,0.1,16.7,1.8,2.5,71.4,3.3,5.2,8.5,1.1,0.9,0.4,1.4,14.6,2006-01-01,2006
Smush Parker,LAL,82,30.0,11.1,4.2,9.6,43.6,1.3,3.7,36.5,1.4,2.1,64.6,0.5,2.0,2.5,2.8,1.5,0.1,1.9,9.9,2006-01-01,2006
Tim Thomas,LAC,76,27.0,11.0,3.9,9.5,41.4,1.8,4.7,38.2,1.3,1.9,70.8,0.8,4.1,5.0,2.3,0.7,0.4,1.4,11.8,2006-01-01,2006
Luke Ridnour,SEA,71,29.5,11.0,4.2,9.8,43.3,0.7,2.0,35.3,1.8,2.2,80.5,0.4,1.9,2.3,5.2,1.2,0.3,2.2,11.7,2006-01-01,2006
Luther Head,HOU,80,27.6,10.9,3.8,8.8,43.7,2.2,5.0,44.1,1.0,1.3,79.0,0.4,2.8,3.2,2.4,1.0,0.1,1.7,10.6,2006-01-01,2006
Rudy Gay,MEM,78,27.0,10.8,4.1,9.7,42.2,0.7,1.8,36.4,1.9,2.7,72.7,1.2,3.3,4.5,1.3,0.9,0.9,1.8,10.3,2006-01-01,2006
Samuel Dalembert,PHI,82,30.9,10.7,4.3,8.0,54.1,0.0,0.0,0.0,2.0,2.7,74.6,2.9,6.0,8.9,0.8,0.6,1.9,2.0,16.6,2006-01-01,2006
Udonis Haslem,MIA,79,31.4,10.7,4.5,9.1,49.2,0.0,0.1,0.0,1.7,2.6,68.0,2.4,5.9,8.3,1.2,0.6,0.3,1.4,14.3,2006-01-01,2006
Gerald Green,BOS,81,22.0,10.4,3.8,9.1,41.9,1.2,3.2,36.8,1.6,2.0,80.5,0.8,1.7,2.6,1.0,0.5,0.3,1.5,7.6,2006-01-01,2006
